#,Name,B,Team,ESPN,Y!,Date,GT,$,Opp,Pitcher,%St,LU,PA,AB,H,R,HR,RBI,SB,BB,SO,AVG,OBP,SLG,OPS,R%
294,Edmundo Sosa,R,PHI,SS/3B,SS/3B,4/11,6,-11.4,MIA,JLuzardo(L),96,Lst7,3.5,3.3,0.7,0.32,0.08,0.33,0.04,0.16,0.86,0.223,0.276,0.354,0.630,14
295,Ryan McKenna,R,BAL,OF,OF,4/11,6,-11.4,OAK,KMuller(L),66,Lst7,3.4,3.0,0.6,0.36,0.08,0.31,0.06,0.31,0.96,0.211,0.290,0.342,0.632,0
296,Michael A. Taylor,R,MIN,OF,OF,4/11,7,-11.5,CHW,LLynn(R),96,Lst7,3.3,3.0,0.7,0.33,0.07,0.29,0.07,0.16,0.88,0.220,0.266,0.347,0.613,0
297,Evan Longoria,R,ARI,3B,3B,4/11,9,-11.8,MIL,CBurnes(R),29,Lst7,3.8,3.5,0.7,0.34,0.10,0.39,0.02,0.24,1.15,0.207,0.265,0.348,0.613,0
298,Francisco Mejia,S,TB,C,C,4/11,6,-11.8,BOS,GWhitlock(R),47,Lst7,3.3,3.1,0.7,0.34,0.08,0.33,0.01,0.14,0.70,0.227,0.271,0.366,0.637,4
299,Joey Meneses,R,WSH,1B/OF,1B/OF,4/11,9,-11.8,@LAA,SOhtani(R),88,Lst7,4.2,3.9,0.8,0.35,0.13,0.36,0.01,0.22,1.39,0.213,0.260,0.359,0.619,97
300,Tucker Barnhart,L,CHC,C,C,4/11,7,-12.0,SEA,CFlexen(R),51,Lst7,3.5,3.1,0.7,0.39,0.06,0.32,0.01,0.23,0.69,0.234,0.290,0.340,0.630,0
301,J.D. Davis,R,SF,3B,1B/3B,4/11,9,-12.0,LAD,DMay(R),52,Lst7,3.9,3.4,0.7,0.35,0.07,0.36,0.05,0.37,1.25,0.211,0.303,0.331,0.634,2
302,Luis Guillorme,L,NYM,2B/3B,2B/3B,4/11,7,-12.0,SD,RWeathers(L),10,Lst7,3.7,3.2,0.8,0.39,0.03,0.30,0.01,0.37,0.49,0.247,0.329,0.317,0.646,0
303,Kevin Smith,R,OAK,3B,SS/3B,4/11,6,-12.0,@BAL,GRodriguez(R),22,Lst7,3.9,3.6,0.7,0.31,0.10,0.34,0.08,0.23,1.31,0.197,0.250,0.326,0.576,0
304,David Villar,R,SF,3B,1B/3B,4/11,9,-12.0,LAD,DMay(R),74,Lst7,3.9,3.4,0.7,0.36,0.09,0.38,0.05,0.38,1.25,0.195,0.293,0.325,0.618,15
305,Salvador Perez,R,KC,C,C,4/11,8,-12.2,@TEX,JdeGrom(R),87,Lst7,4.0,3.9,0.8,0.29,0.18,0.35,0.01,0.10,1.36,0.203,0.232,0.378,0.610,100
306,Jack Suwinski,L,PIT,OF,OF,4/11,6,-12.3,HOU,CJavier(R),64,Lst7,3.6,3.1,0.6,0.35,0.12,0.35,0.04,0.39,1.21,0.182,0.279,0.350,0.629,0
307,Matt Carpenter,L,SD,DH,OF,4/11,7,-12.4,@NYM,DPeterson(L),14,Lst7,4.1,3.5,0.7,0.39,0.11,0.39,0.01,0.46,1.33,0.193,0.299,0.325,0.624,2
308,Ke’Bryan Hayes,R,PIT,3B,3B,4/11,6,-12.4,HOU,CJavier(R),96,Lst7,3.8,3.4,0.7,0.31,0.05,0.32,0.12,0.31,0.99,0.199,0.269,0.309,0.578,98
309,David Peralta,L,LAD,OF,OF,4/11,9,-12.5,@SF,AWood(L),14,Lst7,4.2,3.8,0.9,0.35,0.05,0.37,0.02,0.23,0.94,0.232,0.281,0.332,0.613,0
310,Tomas Nido,R,NYM,C,C,4/11,7,-12.5,SD,RWeathers(L),50,Lst7,3.4,3.2,0.7,0.38,0.08,0.35,0.01,0.16,0.75,0.216,0.256,0.346,0.602,0
311,Shea Langeliers,R,OAK,DH,C,4/11,6,-12.6,@BAL,GRodriguez(R),89,Lst7,3.8,3.4,0.7,0.34,0.12,0.35,0.02,0.25,1.14,0.207,0.263,0.351,0.614,80
312,James Outman,L,LAD,OF,OF,4/11,9,-12.7,@SF,AWood(L),49,Lst7,4.0,3.6,0.8,0.37,0.07,0.36,0.03,0.29,1.31,0.212,0.283,0.335,0.618,100
313,Kyle Isbel,L,KC,OF,OF,4/11,8,-12.9,@TEX,JdeGrom(R),79,Lst7,3.8,3.5,0.7,0.24,0.09,0.24,0.17,0.18,1.35,0.196,0.241,0.319,0.560,2
314,Will Benson,L,CIN,OF,OF,4/11,7,-12.9,@ATL,KWright(R),67,Lst7,3.8,3.2,0.6,0.38,0.08,0.33,0.05,0.41,1.16,0.199,0.295,0.321,0.616,1
315,Andrew McCutchen,R,PIT,OF,OF,4/11,6,-13.0,HOU,CJavier(R),74,Lst7,4.0,3.5,0.7,0.36,0.08,0.35,0.07,0.44,1.00,0.189,0.285,0.308,0.593,58
316,Myles Straw,R,CLE,OF,OF,4/11,6,-13.1,NYY,GCole(R),96,Lst7,3.4,3.0,0.7,0.28,0.02,0.21,0.17,0.26,0.76,0.214,0.278,0.278,0.556,97
317,Nick Maton,L,DET,OF,2B/OF,4/11,7,-13.1,@TOR,AManoah(R),71,Lst7,4.1,3.6,0.7,0.38,0.10,0.35,0.02,0.35,1.17,0.203,0.282,0.343,0.625,1
318,Austin Barnes,R,LAD,C,C,4/11,9,-13.2,@SF,AWood(L),32,Lst7,3.8,3.4,0.7,0.38,0.06,0.32,0.03,0.28,0.77,0.220,0.290,0.321,0.611,0
319,Sandy Leon,S,TEX,C,C,4/11,8,-13.3,KC,JLyles(R),27,Lst7,3.5,3.1,0.7,0.38,0.08,0.32,0.02,0.27,0.83,0.209,0.276,0.329,0.605,0
320,Cristian Pache,R,PHI,OF,OF,4/11,6,-13.5,MIA,JLuzardo(L),67,Lst7,3.3,3.1,0.6,0.33,0.09,0.32,0.03,0.22,0.91,0.207,0.265,0.353,0.618,0
321,Carlos Santana,S,PIT,1B,1B,4/11,6,-13.6,HOU,CJavier(R),96,Lst7,3.9,3.3,0.6,0.37,0.11,0.40,0.01,0.53,0.89,0.187,0.302,0.333,0.635,4
322,Edward Olivares,R,KC,OF,OF,4/11,8,-13.6,@TEX,JdeGrom(R),49,Lst7,3.8,3.6,0.7,0.25,0.10,0.27,0.09,0.17,1.14,0.208,0.250,0.336,0.586,19
323,Jason Heyward,L,LAD,OF,OF,4/11,9,-13.7,@SF,AWood(L),9,Lst7,3.8,3.5,0.8,0.36,0.05,0.32,0.02,0.24,0.83,0.228,0.287,0.320,0.607,2
324,Josh Harrison,R,PHI,2B/3B,2B/3B,4/11,6,-13.7,MIA,JLuzardo(L),67,Lst7,3.7,3.4,0.8,0.32,0.07,0.32,0.02,0.19,0.66,0.230,0.286,0.341,0.627,0
325,Garrett Hampson,R,MIA,SS/OF,2B/SS/ 3B/OF,4/11,6,-13.7,@PHI,ANola(R),19,Lst7,3.6,3.3,0.6,0.29,0.05,0.25,0.16,0.19,1.21,0.190,0.237,0.282,0.519,0
326,MJ Melendez,L,KC,C/OF,C/OF,4/11,8,-13.9,@TEX,JdeGrom(R),90,Lst7,4.3,3.9,0.7,0.35,0.16,0.27,0.05,0.34,1.51,0.186,0.253,0.351,0.604,100
327,Heliot Ramos,R,SF,OF,OF,4/11,9,-13.9,LAD,DMay(R),19,Lst7,3.5,3.2,0.6,0.29,0.04,0.28,0.13,0.24,0.99,0.199,0.264,0.297,0.561,0
328,Nick Ahmed,R,ARI,SS,SS,4/11,9,-14.1,MIL,CBurnes(R),29,Lst7,3.5,3.2,0.7,0.30,0.05,0.28,0.10,0.18,0.87,0.205,0.252,0.314,0.566,0
329,Rougned Odor,L,SD,2B,2B,4/11,7,-14.3,@NYM,DPeterson(L),9,Lst7,3.9,3.5,0.7,0.37,0.10,0.36,0.02,0.27,1.13,0.193,0.264,0.315,0.579,0
330,Justin Turner,R,BOS,3B,3B,4/11,6,-14.4,@TB,SMcClanahan(L),96,Lst7,4.2,3.8,0.8,0.33,0.08,0.34,0.02,0.31,0.94,0.218,0.285,0.334,0.619,98
331,Taylor Walls,S,TB,2B/SS/ 3B,2B/SS/ 3B,4/11,6,-14.5,BOS,GWhitlock(R),33,Lst7,3.4,3.0,0.6,0.32,0.06,0.28,0.10,0.33,0.88,0.191,0.275,0.307,0.582,0
332,Terrin Vavra,L,BAL,DH,2B/OF,4/11,6,-14.5,OAK,KMuller(L),9,Lst7,3.6,3.1,0.7,0.35,0.04,0.28,0.04,0.40,0.75,0.231,0.325,0.319,0.644,0
333,Stone Garrett,R,WSH,OF,OF,4/11,9,-14.6,@LAA,SOhtani(R),38,Lst7,3.9,3.7,0.7,0.29,0.13,0.35,0.05,0.18,1.53,0.185,0.229,0.339,0.568,14
334,Alex Call,R,WSH,OF,OF,4/11,9,-14.6,@LAA,SOhtani(R),41,Lst7,4.4,3.8,0.8,0.41,0.10,0.26,0.05,0.41,1.27,0.197,0.286,0.320,0.606,2
335,Martin Maldonado,R,HOU,C,C,4/11,6,-14.8,@PIT,MKeller(R),74,Lst7,3.8,3.4,0.7,0.40,0.07,0.35,0.03,0.28,1.04,0.193,0.265,0.305,0.570,1
336,Geraldo Perdomo,S,ARI,SS,SS/3B,4/11,9,-14.8,MIL,CBurnes(R),56,Lst7,3.7,3.3,0.6,0.35,0.04,0.27,0.10,0.32,0.92,0.197,0.276,0.297,0.573,6
337,Brandon Crawford,L,SF,SS,SS,4/11,9,-15.0,LAD,DMay(R),95,Lst7,3.6,3.2,0.6,0.31,0.05,0.30,0.07,0.31,0.83,0.203,0.282,0.318,0.600,7
338,Ji Man Choi,L,PIT,1B,1B,4/11,6,-15.0,HOU,CJavier(R),64,Lst7,3.8,3.2,0.6,0.36,0.10,0.38,0.01,0.50,1.18,0.189,0.302,0.343,0.645,0
339,Ryan Kreidler,R,DET,SS,SS/3B,4/11,7,-15.0,@TOR,AManoah(R),29,Lst7,3.6,3.2,0.6,0.34,0.09,0.29,0.05,0.25,1.16,0.193,0.263,0.319,0.582,0
340,Miguel Cabrera,R,DET,DH,DH,4/11,7,-15.1,@TOR,AManoah(R),63,Lst7,3.8,3.6,0.8,0.33,0.09,0.32,0.01,0.19,0.99,0.217,0.266,0.332,0.598,0
341,Dominic Smith,L,WSH,1B,1B,4/11,9,-15.5,@LAA,SOhtani(R),85,Lst7,4.1,3.8,0.8,0.32,0.11,0.34,0.01,0.27,1.20,0.203,0.266,0.340,0.606,7
342,CJ Abrams,L,WSH,SS,2B/SS,4/11,9,-15.5,@LAA,SOhtani(R),97,Lst7,3.7,3.5,0.8,0.27,0.07,0.27,0.07,0.14,0.92,0.216,0.257,0.327,0.584,84
343,Carlos Perez,R,OAK,C,C,4/11,6,-15.8,@BAL,GRodriguez(R),25,Lst7,3.7,3.4,0.7,0.33,0.11,0.33,0.01,0.24,0.95,0.196,0.255,0.332,0.587,0
344,Curt Casali,R,CIN,C,C,4/11,7,-16.1,@ATL,KWright(R),20,Lst7,3.7,3.3,0.7,0.36,0.07,0.32,0.01,0.30,1.12,0.205,0.282,0.311,0.593,0
345,Rob Refsnyder,R,BOS,OF,OF,4/11,6,-16.1,@TB,SMcClanahan(L),96,Lst7,4.2,3.8,0.8,0.35,0.08,0.29,0.03,0.35,1.35,0.207,0.280,0.317,0.597,1
346,Christian Arroyo,R,BOS,2B,1B/2B/ SS/3B/OF,4/11,6,-16.1,@TB,SMcClanahan(L),96,Lst7,3.8,3.5,0.8,0.27,0.07,0.28,0.05,0.18,0.95,0.216,0.260,0.324,0.584,11
347,Jose Barrero,R,CIN,SS,SS,4/11,7,-16.1,@ATL,KWright(R),59,Lst7,3.7,3.4,0.7,0.33,0.06,0.31,0.06,0.17,1.28,0.199,0.246,0.299,0.545,0
348,Jeimer Candelario,S,WSH,3B,3B,4/11,9,-16.2,@LAA,SOhtani(R),96,Lst7,4.2,3.9,0.7,0.37,0.13,0.31,0.01,0.31,1.40,0.192,0.257,0.336,0.593,7
349,Rodolfo Castro,S,PIT,2B/3B,2B/SS/ 3B,4/11,6,-16.4,HOU,CJavier(R),64,Lst7,3.5,3.1,0.6,0.32,0.10,0.32,0.05,0.29,1.13,0.176,0.253,0.326,0.579,4
350,Joey Bart,R,SF,C,C,4/11,9,-16.5,LAD,DMay(R),60,Lst7,3.4,3.1,0.6,0.30,0.06,0.28,0.08,0.24,1.22,0.190,0.263,0.289,0.552,4
351,Nick Allen,R,OAK,2B/SS,2B/SS,4/11,6,-16.7,@BAL,GRodriguez(R),32,Lst7,3.7,3.4,0.7,0.30,0.04,0.26,0.08,0.23,0.82,0.210,0.265,0.292,0.557,0
352,Canaan Smith-Njigba,L,PIT,OF,OF,4/11,6,-16.7,HOU,CJavier(R),64,Lst7,3.7,3.1,0.6,0.32,0.06,0.30,0.07,0.44,1.14,0.188,0.293,0.318,0.611,0
353,Blake Sabol,L,SF,C,C,4/11,9,-17.0,LAD,DMay(R),78,Lst7,3.4,3.1,0.6,0.31,0.05,0.30,0.06,0.28,1.05,0.196,0.271,0.314,0.585,71
354,Alex Verdugo,L,BOS,OF,OF,4/11,6,-17.4,@TB,SMcClanahan(L),93,Lst7,3.9,3.6,0.8,0.27,0.05,0.29,0.03,0.22,0.80,0.227,0.275,0.312,0.587,100
355,Raimel Tapia,L,BOS,OF,OF,4/11,6,-17.5,@TB,SMcClanahan(L),24,Lst7,3.8,3.6,0.8,0.27,0.03,0.24,0.09,0.16,0.96,0.217,0.252,0.285,0.537,0
356,Bryson Stott,L,PHI,2B/SS,2B/SS,4/11,6,-17.5,MIA,JLuzardo(L),93,Lst7,3.4,3.1,0.6,0.31,0.05,0.27,0.05,0.29,0.82,0.205,0.278,0.308,0.586,99
357,Connor Wong,R,BOS,C,C,4/11,6,-17.6,@TB,SMcClanahan(L),50,Lst7,3.5,3.3,0.7,0.28,0.09,0.28,0.04,0.18,1.13,0.199,0.245,0.324,0.569,1
358,Gabriel Arias,R,CLE,DH,3B,4/11,6,-17.6,NYY,GCole(R),26,Lst7,3.5,3.3,0.6,0.30,0.09,0.30,0.03,0.21,1.17,0.194,0.250,0.317,0.567,0
359,Luke Maile,R,CIN,C,C,4/11,7,-17.7,@ATL,KWright(R),17,Lst7,3.7,3.4,0.7,0.35,0.04,0.30,0.01,0.26,1.08,0.214,0.280,0.305,0.585,0
360,Nicky Lopez,L,KC,2B/SS/ 3B,2B/SS/ 3B,4/11,8,-17.7,@TEX,JdeGrom(R),64,Lst7,3.6,3.3,0.7,0.22,0.02,0.18,0.15,0.18,0.78,0.215,0.260,0.283,0.543,0
361,Michael Massey,L,KC,2B,2B,4/11,8,-17.9,@TEX,JdeGrom(R),74,Lst7,3.9,3.7,0.7,0.25,0.09,0.26,0.07,0.15,1.33,0.199,0.238,0.325,0.563,38
362,Franmil Reyes,R,KC,DH,OF,4/11,8,-18.2,@TEX,JdeGrom(R),56,Lst7,3.7,3.4,0.6,0.25,0.14,0.26,0.03,0.19,1.53,0.185,0.231,0.345,0.576,2
363,Mark Mathias,R,PIT,2B,2B,4/11,6,-18.6,HOU,CJavier(R),24,Lst7,3.5,3.1,0.6,0.30,0.06,0.27,0.08,0.34,1.13,0.179,0.268,0.289,0.557,0
364,Enrique Hernandez,R,BOS,OF,2B/OF,4/11,6,-18.8,@TB,SMcClanahan(L),96,Lst7,4.0,3.6,0.7,0.32,0.08,0.28,0.02,0.29,0.98,0.200,0.264,0.313,0.577,15
365,Lane Thomas,R,WSH,OF,OF,4/11,9,-18.8,@LAA,SOhtani(R),96,Lst7,3.7,3.4,0.7,0.28,0.09,0.27,0.04,0.27,1.26,0.192,0.257,0.323,0.580,94
366,Anthony Bemboom,L,BAL,DH,C,4/11,6,-19.1,OAK,KMuller(L),25,Lst7,3.5,3.1,0.6,0.33,0.07,0.28,0.02,0.32,0.83,0.192,0.274,0.300,0.574,0
367,Bobby Dalbec,R,BOS,1B/3B,1B/3B,4/11,6,-19.1,@TB,SMcClanahan(L),49,Lst7,3.8,3.4,0.6,0.29,0.12,0.32,0.02,0.24,1.52,0.174,0.233,0.324,0.557,0
368,Connor Joe,R,PIT,1B/OF,1B/OF,4/11,6,-19.2,HOU,CJavier(R),64,Lst7,3.6,3.0,0.6,0.31,0.06,0.27,0.05,0.43,0.93,0.185,0.298,0.298,0.596,0
369,Nate Eaton,R,KC,OF,3B/OF,4/11,8,-19.3,@TEX,JdeGrom(R),36,Lst7,3.4,3.2,0.6,0.22,0.06,0.18,0.16,0.16,1.24,0.179,0.226,0.280,0.506,1
370,Jacob Stallings,R,MIA,C,C,4/11,6,-19.5,@PHI,ANola(R),52,Lst7,3.7,3.4,0.7,0.31,0.06,0.28,0.01,0.23,1.03,0.206,0.264,0.308,0.572,0
371,Mike Zunino,R,CLE,C,C,4/11,6,-19.6,NYY,GCole(R),56,Lst7,3.5,3.2,0.5,0.31,0.14,0.33,0.01,0.19,1.47,0.156,0.213,0.322,0.535,54
372,Victor Robles,R,WSH,OF,OF,4/11,9,-19.8,@LAA,SOhtani(R),96,Lst7,3.5,3.2,0.6,0.27,0.05,0.22,0.08,0.18,1.15,0.196,0.256,0.294,0.550,14
373,Kody Clemens,L,PHI,DH,1B/2B/ 3B/OF,4/11,6,-20.2,MIA,JLuzardo(L),10,Lst7,3.5,3.2,0.6,0.31,0.09,0.31,0.02,0.25,1.05,0.174,0.239,0.312,0.551,0
374,Ildemaro Vargas,S,WSH,3B,SS/3B,4/11,9,-20.3,@LAA,SOhtani(R),19,Lst7,3.6,3.3,0.7,0.27,0.06,0.25,0.02,0.19,0.72,0.210,0.256,0.316,0.572,0
375,Jose Herrera,S,ARI,C,C,4/11,9,-20.3,MIL,CBurnes(R),30,Lst7,3.4,3.0,0.6,0.31,0.04,0.25,0.04,0.30,0.92,0.194,0.271,0.288,0.559,0
376,Tyler Heineman,S,PIT,C,C,4/11,6,-20.8,HOU,CJavier(R),36,Lst7,3.3,3.0,0.6,0.30,0.04,0.25,0.05,0.25,0.68,0.192,0.263,0.295,0.558,0
377,Brandon Marsh,L,PHI,OF,OF,4/11,6,-20.8,MIA,JLuzardo(L),33,Lst7,3.3,3.0,0.6,0.30,0.05,0.25,0.05,0.24,1.21,0.188,0.255,0.287,0.542,75
378,Michael Chavis,R,WSH,1B,1B/2B/ 3B,4/11,9,-20.9,@LAA,SOhtani(R),38,Lst7,3.7,3.5,0.6,0.27,0.11,0.29,0.02,0.16,1.48,0.184,0.229,0.317,0.546,0
379,Seby Zavala,R,CHW,C,C,4/11,7,-20.9,@MIN,PLopez(R),35,Lst7,3.8,3.5,0.6,0.34,0.08,0.31,0.02,0.26,1.56,0.177,0.242,0.293,0.535,2
380,Triston Casas,L,BOS,1B,1B,4/11,6,-22.3,@TB,SMcClanahan(L),34,Lst7,3.6,3.2,0.6,0.29,0.08,0.26,0.02,0.38,1.16,0.179,0.271,0.295,0.566,96
381,Jake Cave,L,PHI,OF,OF,4/11,6,-22.4,MIA,JLuzardo(L),15,Lst7,3.5,3.1,0.6,0.30,0.06,0.27,0.03,0.26,1.23,0.178,0.251,0.287,0.538,1
382,Yu Chang,R,BOS,2B,1B/2B/SS,4/11,6,-22.7,@TB,SMcClanahan(L),49,Lst7,3.7,3.4,0.6,0.27,0.08,0.26,0.03,0.22,1.31,0.185,0.241,0.298,0.539,0
383,Garrett Stubbs,L,PHI,C,C,4/11,6,-23.0,MIA,JLuzardo(L),21,Lst7,3.4,2.9,0.5,0.31,0.05,0.24,0.03,0.38,0.93,0.181,0.281,0.274,0.555,0
384,Matt Duffy,R,KC,3B,1B/2B/ 3B,4/11,8,-23.2,@TEX,JdeGrom(R),36,Lst7,3.4,3.2,0.7,0.23,0.04,0.18,0.04,0.16,0.98,0.217,0.260,0.288,0.548,0
385,Hunter Dozier,R,KC,1B/3B/ OF,1B/3B/ OF,4/11,8,-23.8,@TEX,JdeGrom(R),66,Lst7,3.7,3.5,0.6,0.23,0.09,0.22,0.06,0.19,1.38,0.177,0.224,0.301,0.525,1
386,Jackie Bradley Jr.,L,KC,OF,OF,4/11,8,-24.9,@TEX,JdeGrom(R),64,Lst7,3.5,3.2,0.6,0.22,0.06,0.19,0.07,0.17,1.16,0.177,0.224,0.289,0.513,0
387,Meibrys Viloria,L,CLE,DH,C,4/11,6,-25.0,NYY,GCole(R),20,Lst7,3.5,3.1,0.5,0.29,0.06,0.24,0.03,0.34,1.33,0.167,0.257,0.267,0.524,0
388,Jason Delay,R,PIT,C,C,4/11,6,-26.5,HOU,CJavier(R),64,Lst7,3.3,3.1,0.5,0.27,0.04,0.24,0.04,0.19,1.04,0.167,0.222,0.256,0.478,1
389,Riley Adams,R,WSH,C,C,4/11,9,-26.5,@LAA,SOhtani(R),28,Lst7,3.6,3.2,0.5,0.27,0.09,0.24,0.01,0.27,1.51,0.159,0.240,0.286,0.526,0
390,Cam Gallagher,R,CLE,DH,C,4/11,6,-26.8,NYY,GCole(R),24,Lst7,3.4,3.1,0.5,0.27,0.05,0.23,0.03,0.20,1.07,0.168,0.223,0.265,0.488,0
391,Reese McGuire,L,BOS,C,C,4/11,6,-27.7,@TB,SMcClanahan(L),50,Lst7,3.5,3.3,0.6,0.24,0.04,0.21,0.01,0.17,1.04,0.189,0.235,0.260,0.495,2
